end_country,flights,month
IS,737,202012
CL,711,202012
MT,703,202012
BB,694,202012
BM,574,202012
EE,558,202012
PF,536,202012
AR,516,202012
NP,381,202012
LK,361,202012
JE,297,202012
GD,267,202012
SI,265,202012
GI,253,202012
LC,248,202012
MK,235,202012
PS,226,202012
SK,225,202012
VC,224,202012
KP,210,202012
VI,210,202012
ME,207,202012
TT,190,202012
UY,176,202012
SY,160,202012
GG,157,202012
GY,144,202012
JO,136,202012
MD,134,202012
AL,131,202012
KG,129,202012
LY,121,202012
VE,109,202012
MQ,106,202012
TN,105,202012
HN,79,202012
IM,77,202012
XK,71,202012
AX,37,202012
VG,33,202012
GP,24,202012
DM,24,202012
SV,21,202012
BW,17,202012
TJ,15,202012
KH,9,202012
KW,9,202012
MV,7,202012
BO,6,202012
DO,4,202012
AZ,4,202012
CM,1,202012
IQ,1,202012
GE,1,202012
BN,1,202012
US,1276110,202201
AU,72163,202201
GB,63670,202201
JP,57227,202201
CA,56324,202201
DE,55889,202201
CN,51202,202201
BR,51036,202201
IN,50533,202201
RU,49822,202201
ES,45953,202201
FR,44858,202201
IT,41818,202201
TR,36391,202201
MX,31869,202201
NZ,25532,202201
AE,22823,202201
KR,22348,202201
NO,17133,202201
CH,16940,202201
NL,16081,202201
MY,13575,202201
PT,13135,202201
TH,12245,202201
PL,12029,202201
BE,11152,202201
PH,10906,202201
SE,10085,202201
SA,9739,202201
DK,9443,202201
GR,9378,202201
VN,9230,202201
TW,9090,202201
QA,8987,202201
PE,8497,202201
AT,8362,202201
AR,8038,202201
ID,7512,202201
IE,7328,202201
SG,7173,202201
ZA,6969,202201
PR,6577,202201
FI,6087,202201
UA,5933,202201
RO,5521,202201
PA,4819,202201
HK,4237,202201
CZ,3848,202201
KZ,3587,202201
HU,3430,202201
IL,3379,202201
BS,3299,202201
EG,2893,202201
CY,2582,202201
MA,2451,202201
HR,2415,202201
DZ,2313,202201
PK,2245,202201
BH,2243,202201
EC,2215,202201
BG,2135,202201
LV,1954,202201
LU,1946,202201
BD,1939,202201
RS,1850,202201
BA,1795,202201
IS,1745,202201
DO,1742,202201
LT,1670,202201
GT,1549,202201
PF,1540,202201
LB,1383,202201
IR,1301,202201
SN,1242,202201
BB,1173,202201
EE,1141,202201
AW,1108,202201
VI,1032,202201
MT,1030,202201
OM,1007,202201
BY,862,202201
GE,815,202201
SI,674,202201
JE,608,202201
BM,604,202201
GG,399,202201
GD,385,202201
MK,348,202201
IM,343,202201
CW,342,202201
PS,338,202201
CL,325,202201
VE,316,202201
GY,302,202201
LK,299,202201
VC,298,202201
MD,267,202201
XK,257,202201
UY,255,202201
GM,254,202201
SK,246,202201
CO,241,202201
TT,224,202201
CU,202,202201
KG,192,202201
SY,192,202201
KP,187,202201
JO,184,202201
KE,175,202201
SV,167,202201
LY,140,202201
LC,128,202201
AL,126,202201
GI,111,202201
GN,105,202201
GW,90,202201
ME,74,202201
MQ,72,202201
VG,60,202201
AX,56,202201
CV,51,202201
LA,48,202201
MR,45,202201
DM,44,202201
AZ,18,202201
BO,17,202201
MN,13,202201
NI,11,202201
BZ,8,202201
TN,7,202201
BN,6,202201
BQ,6,202201
MV,5,202201
FO,3,202201
TZ,3,202201
HN,2,202201
NP,2,202201
GP,2,202201
NA,2,202201
LS,1,202201
KW,1,202201
US,1484895,202106
AU,66538,202106
RU,66506,202106
DE,65216,202106
CN,61489,202106
GB,58266,202106
FR,46643,202106
CA,46574,202106
IT,45497,202106
ES,44749,202106
TR,42200,202106
BR,36144,202106
JP,36055,202106
IN,30058,202106
NZ,22273,202106
KR,21829,202106
MX,19634,202106
NO,16667,202106
PL,15256,202106
AE,14313,202106
NL,14277,202106
CH,14026,202106
GR,13145,202106
PT,12260,202106
BE,11194,202106
ID,11160,202106
DK,9800,202106
CO,9324,202106
AT,9139,202106
UA,8660,202106
BS,8622,202106
SE,8524,202106
SA,8457,202106
QA,8443,202106
HK,6744,202106
CZ,6609,202106
RO,6217,202106
ZA,5801,202106
PR,5691,202106
PE,5536,202106
SG,5455,202106
TW,4992,202106
KZ,4923,202106
PH,4627,202106
IE,4154,202106
EG,4138,202106
MY,3950,202106
MA,3915,202106
IL,3776,202106
VN,3764,202106
PA,3690,202106
HR,3612,202106
FI,3597,202106
HU,2881,202106
RS,2651,202106
CY,2635,202106
BG,2416,202106
IR,2243,202106
UZ,2147,202106
DZ,2129,202106
IS,1915,202106
LU,1908,202106
BH,1884,202106
BA,1862,202106
KE,1850,202106
BD,1822,202106
LT,1809,202106
KW,1755,202106
LV,1732,202106
MT,1517,202106
TH,1372,202106
LB,1296,202106
BY,1162,202106
AL,1144,202106
GT,1088,202106
TN,993,202106
EE,966,202106
SN,964,202106
AW,928,202106
NI,906,202106
SI,841,202106
IQ,828,202106
CL,826,202106
OM,728,202106
JE,710,202106
PS,702,202106
ML,641,202106
MK,635,202106
SK,630,202106
MD,534,202106
VI,511,202106
BM,504,202106
BB,445,202106
XK,440,202106
CU,396,202106
LK,351,202106
SY,334,202106
LC,326,202106
GE,321,202106
AR,312,202106
PF,300,202106
ME,291,202106
KG,276,202106
GG,262,202106
GI,241,202106
LY,233,202106
EC,191,202106
TT,185,202106
GD,185,202106
VC,175,202106
JO,160,202106
VE,154,202106
TJ,138,202106
CW,132,202106
KP,130,202106
IM,114,202106
GY,111,202106
PK,104,202106
SV,104,202106
UY,100,202106
DM,90,202106
GM,90,202106
GN,73,202106
TZ,69,202106
GW,66,202106
VG,58,202106
PY,50,202106
CV,50,202106
NP,47,202106
MR,45,202106
MN,40,202106
LA,27,202106
FO,23,202106
BW,21,202106
MQ,21,202106
GP,16,202106
AX,16,202106
KH,15,202106
CR,6,202106
BQ,5,202106
BN,5,202106
DO,1,202106
CM,1,202106
US,957057,201903
AU,89518,201903
DE,83777,201903
GB,80296,201903
IN,72037,201903
JP,59074,201903
IT,56076,201903
FR,55867,201903
ES,55285,201903
TR,52530,201903
BR,52035,201903
RU,51373,201903
CN,49782,201903
CA,46782,201903
MY,35360,201903
AE,25901,201903
SA,21390,201903
PH,21287,201903
TW,21071,201903
ID,20740,201903
CH,19649,201903
NZ,19605,201903
MX,18365,201903
SE,17782,201903
NL,17540,201903
NO,16747,201903
HK,15312,201903
DK,14241,201903
KR,13525,201903
BE,13394,201903
GR,13177,201903
PT,12482,201903
AT,11826,201903
PL,11671,201903
QA,11451,201903
IE,10869,201903
AR,9772,201903
TH,8876,201903
SG,8737,201903
FI,7794,201903
MA,7326,201903
RO,6250,201903
CZ,5566,201903
ZA,5357,201903
HU,5172,201903
BS,5155,201903
DZ,4447,201903
KZ,3902,201903
IR,3677,201903
UA,3484,201903
BO,2768,201903
IS,2737,201903
LV,2424,201903
BH,2411,201903
LU,2135,201903
BY,1994,201903
UZ,1932,201903
RS,1932,201903
HR,1928,201903
IL,1906,201903
NP,1711,201903
LT,1689,201903
BA,1574,201903
BG,1572,201903
OM,1520,201903
EG,1452,201903
PF,1336,201903
LK,1323,201903
TN,1133,201903
CL,1120,201903
BM,1083,201903
SN,1058,201903
EE,928,201903
CY,899,201903
BB,862,201903
CU,858,201903
UY,719,201903
LB,647,201903
JE,596,201903
SI,543,201903
KG,476,201903
KP,410,201903
MT,403,201903
MM,388,201903
AL,379,201903
MK,369,201903
PE,359,201903
TT,354,201903
GD,295,201903
SK,266,201903
GG,260,201903
EC,249,201903
VE,235,201903
GM,221,201903
VC,216,201903
GY,215,201903
PS,214,201903
JO,212,201903
GE,211,201903
GI,203,201903
BW,194,201903
MD,181,201903
XK,166,201903
PY,163,201903
CV,153,201903
LC,141,201903
SY,112,201903
MR,99,201903
MZ,96,201903
GW,86,201903
AX,84,201903
CO,82,201903
GN,70,201903
ME,58,201903
IM,37,201903
TJ,36,201903
PM,33,201903
LY,30,201903
SZ,27,201903
PK,27,201903
AZ,20,201903
BD,14,201903
ZW,10,201903
DM,9,201903
MQ,8,201903
MW,8,201903
BN,8,201903
AW,6,201903
CW,3,201903
US,1334017,202112
AU,78888,202112
IN,68965,202112
GB,66938,202112
CA,64679,202112
DE,63312,202112
JP,58407,202112
BR,55618,202112
ES,53465,202112
RU,52987,202112
FR,52407,202112
IT,48729,202112
TR,40179,202112
CN,40159,202112
MX,33743,202112
KR,24546,202112
NZ,22886,202112
NO,20543,202112
NL,17627,202112
CH,16001,202112
MY,14875,202112
PT,14410,202112
PL,14148,202112
PH,13660,202112
BE,13174,202112
TH,12980,202112
SE,11910,202112
DK,11159,202112
GR,10880,202112
AE,10771,202112
SA,10119,202112
QA,9429,202112
TW,9123,202112
AT,8813,202112
PE,8687,202112
IE,8577,202112
AR,8330,202112
ZA,7371,202112
SG,7266,202112
FI,7151,202112
PR,6853,202112
ID,6851,202112
RO,6301,202112
UA,6112,202112
KZ,5472,202112
HK,4771,202112
IR,4679,202112
CZ,4658,202112
PA,4636,202112
IL,4466,202112
HU,4096,202112
VN,4067,202112
EG,3906,202112
MA,3000,202112
CY,2955,202112
HR,2760,202112
DZ,2627,202112
BD,2614,202112
EC,2554,202112
LU,2488,202112
BS,2465,202112
PK,2465,202112
BH,2348,202112
LV,2287,202112
BG,2275,202112
IS,2237,202112
BA,2182,202112
PF,1911,202112
RS,1832,202112
LT,1824,202112
GT,1787,202112
MT,1786,202112
DO,1692,202112
LB,1440,202112
SN,1396,202112
EE,1270,202112
BB,1193,202112
AW,1172,202112
GE,1048,202112
BY,925,202112
VI,894,202112
LK,862,202112
JE,729,202112
PS,710,202112
BM,705,202112
CO,601,202112
SI,589,202112
GD,445,202112
MK,436,202112
GG,425,202112
IM,387,202112
CW,383,202112
KG,379,202112
XK,376,202112
VE,375,202112
KP,361,202112
CL,343,202112
VC,332,202112
MD,314,202112
UY,291,202112
SK,276,202112
SY,235,202112
JO,232,202112
GY,224,202112
AL,215,202112
TT,205,202112
GM,188,202112
KE,186,202112
SV,174,202112
LY,171,202112
PY,160,202112
GI,134,202112
LC,98,202112
GW,89,202112
OM,86,202112
ME,73,202112
CV,68,202112
VG,64,202112
LA,55,202112
MR,42,202112
CU,42,202112
DM,32,202112
AX,29,202112
MQ,25,202112
TN,20,202112
AZ,17,202112
BO,12,202112
BQ,10,202112
GN,9,202112
BN,8,202112
FO,6,202112
MV,4,202112
NI,4,202112
TZ,2,202112
KW,1,202112
GL,1,202112
NP,1,202112
GP,1,202112
MN,1,202112
US,1520743,202205
GB,114763,202205
DE,108887,202205
AU,91746,202205
CA,87991,202205
FR,80178,202205
ES,77709,202205
IT,73610,202205
IN,70287,202205
JP,59854,202205
TR,55523,202205
BR,44277,202205
RU,40000,202205
MX,28647,202205
NO,27392,202205
KR,25535,202205
AE,25418,202205
NL,25230,202205
NZ,25018,202205
CH,23163,202205
GR,22853,202205
PL,21682,202205
PT,20969,202205
PH,20214,202205
BE,17783,202205
DK,17680,202205
SE,16965,202205
MY,16851,202205
VN,14381,202205
AT,14275,202205
IE,13597,202205
TH,12461,202205
SA,11280,202205
ZA,9903,202205
QA,9824,202205
AR,9686,202205
TW,9420,202205
ID,9335,202205
MA,9165,202205
RO,8567,202205
FI,8050,202205
CZ,7943,202205
IL,6754,202205
PE,6686,202205
PR,6289,202205
CN,6124,202205
CY,5491,202205
HU,5469,202205
DO,4822,202205
CO,4480,202205
HR,3787,202205
KZ,3709,202205
AL,3654,202205
HK,3602,202205
DZ,3573,202205
BS,3495,202205
LU,3490,202205
PA,3438,202205
BH,3189,202205
SG,3171,202205
RS,2924,202205
BG,2898,202205
LT,2663,202205
LV,2640,202205
OM,2487,202205
BD,2401,202205
PK,2330,202205
MT,2320,202205
BA,2256,202205
PF,1881,202205
IR,1841,202205
EE,1758,202205
EC,1625,202205
EG,1533,202205
LB,1521,202205
IS,1378,202205
PS,1193,202205
GT,1162,202205
GE,1159,202205
XK,1131,202205
JE,1089,202205
AW,1061,202205
JO,980,202205
SI,960,202205
LK,954,202205
BY,834,202205
BB,780,202205
BM,775,202205
MK,701,202205
GG,687,202205
KP,566,202205
IM,559,202205
SK,558,202205
VI,485,202205
GI,425,202205
GY,370,202205
GD,355,202205
VE,347,202205
CW,328,202205
LC,277,202205
SV,271,202205
TT,249,202205
VC,242,202205
LY,215,202205
SY,207,202205
MD,154,202205
CU,148,202205
ME,126,202205
UY,125,202205
DM,107,202205
LA,69,202205
MQ,60,202205
BN,60,202205
FO,56,202205
AX,49,202205
AZ,49,202205
HT,32,202205
SZ,25,202205
LS,23,202205
GP,18,202205
VG,8,202205
BO,7,202205
KE,7,202205
PM,7,202205
MN,6,202205
BQ,6,202205
NP,4,202205
TC,3,202205
TN,3,202205
CM,1,202205
HN,1,202205
US,903872,202006
CN,68057,202006
AU,45289,202006
DE,38193,202006
CA,30471,202006
RU,27624,202006
GB,22284,202006
IN,22257,202006
JP,21181,202006
FR,21033,202006
IT,15481,202006
TR,14890,202006
VN,13943,202006
KR,12071,202006
BR,11933,202006
NZ,11929,202006
NO,9893,202006
ES,8436,202006
CH,8250,202006
NL,8160,202006
TW,8061,202006
AE,7554,202006
SA,6241,202006
DK,5934,202006
MX,5836,202006
HK,5818,202006
PL,4947,202006
BE,4821,202006
SE,4806,202006
GR,4372,202006
AT,4336,202006
MY,4130,202006
QA,4110,202006
ID,4013,202006
PH,3402,202006
PT,2842,202006
SG,2831,202006
FI,2670,202006
KZ,2669,202006
TH,2374,202006
CZ,2347,202006
IE,2125,202006
IR,1882,202006
PR,1820,202006
RO,1800,202006
HR,1690,202006
CO,1400,202006
HU,1297,202006
LU,1111,202006
IL,1100,202006
BH,1023,202006
BG,990,202006
ZA,965,202006
LT,959,202006
RS,958,202006
LV,945,202006
UA,895,202006
AR,869,202006
BD,853,202006
DZ,800,202006
IS,791,202006
CY,703,202006
PE,686,202006
BS,653,202006
BY,642,202006
MA,634,202006
EE,610,202006
SI,564,202006
BA,425,202006
MT,356,202006
OM,352,202006
SN,332,202006
EG,331,202006
CR,287,202006
SK,244,202006
CU,241,202006
GE,224,202006
UZ,205,202006
EC,204,202006
JE,200,202006
LB,195,202006
BO,195,202006
GG,146,202006
TN,141,202006
AX,120,202006
GT,112,202006
BM,111,202006
KP,111,202006
BB,109,202006
AL,104,202006
TC,101,202006
IM,97,202006
LY,86,202006
AM,70,202006
ME,61,202006
MK,60,202006
PF,57,202006
GI,56,202006
VE,55,202006
NI,51,202006
XK,43,202006
VI,42,202006
PS,41,202006
KG,40,202006
GY,40,202006
KH,35,202006
MD,32,202006
TT,31,202006
PK,31,202006
DO,30,202006
SY,27,202006
AZ,26,202006
UY,20,202006
LA,17,202006
KE,17,202006
JO,17,202006
MR,15,202006
GM,15,202006
GW,15,202006
LK,14,202006
FO,13,202006
GN,12,202006
CV,7,202006
PY,6,202006
VC,5,202006
NP,5,202006
BN,3,202006
GD,3,202006
BW,2,202006
CL,1,202006
TJ,1,202006
LC,1,202006
US,1584989,202207
GB,123994,202207
DE,110198,202207
CA,103622,202207
AU,89688,202207
ES,87683,202207
FR,87503,202207
IT,87448,202207
IN,70645,202207
TR,67280,202207
JP,65053,202207
RU,57729,202207
BR,50068,202207
GR,32797,202207
AE,27482,202207
CH,25512,202207
NL,24995,202207
PL,24166,202207
KR,24022,202207
NO,22995,202207
PT,22428,202207
MX,22331,202207
NZ,22234,202207
TH,20827,202207
PH,20666,202207
BE,19089,202207
MY,18652,202207
DK,17770,202207
VN,17084,202207
AT,16262,202207
SE,15483,202207
IE,14168,202207
CO,13652,202207
SA,12704,202207
CN,11301,202207
ID,10560,202207
MA,9981,202207
TW,9782,202207
AR,9717,202207
CZ,9597,202207
QA,9563,202207
RO,9557,202207
PE,8303,202207
ZA,8192,202207
IL,7754,202207
FI,7535,202207
HR,6191,202207
CY,6124,202207
HU,6065,202207
AL,5922,202207
PR,5905,202207
DO,5564,202207
BD,5555,202207
DZ,5232,202207
HK,4704,202207
BS,4681,202207
BG,4470,202207
RS,4081,202207
KZ,3882,202207
PA,3492,202207
LU,3443,202207
BA,3405,202207
BH,3032,202207
OM,2965,202207
LT,2700,202207
LV,2678,202207
SG,2218,202207
IR,2173,202207
EG,2116,202207
PK,2105,202207
GT,2093,202207
PF,2088,202207
LB,2033,202207
EC,1757,202207
EE,1718,202207
XK,1468,202207
SI,1419,202207
GE,1372,202207
JE,1281,202207
PS,1270,202207
AW,1149,202207
BY,1067,202207
SV,1005,202207
MK,996,202207
MT,955,202207
JO,920,202207
LK,917,202207
GG,903,202207
SN,855,202207
BB,822,202207
BM,815,202207
KP,758,202207
IM,556,202207
SK,520,202207
MD,454,202207
LC,405,202207
VE,379,202207
SY,366,202207
GY,365,202207
CU,357,202207
CW,345,202207
GD,340,202207
HN,339,202207
GI,339,202207
VI,337,202207
TT,316,202207
AZ,250,202207
TC,244,202207
NI,241,202207
VC,241,202207
MM,227,202207
DM,217,202207
HT,202,202207
ME,171,202207
IS,157,202207
GM,115,202207
FO,107,202207
UY,98,202207
LA,81,202207
GW,72,202207
BN,60,202207
MQ,59,202207
LY,54,202207
AX,52,202207
KH,38,202207
GN,35,202207
NP,29,202207
BT,27,202207
TN,26,202207
BO,26,202207
GP,23,202207
MR,23,202207
SZ,22,202207
VG,15,202207
LS,13,202207
MV,9,202207
KW,7,202207
MN,6,202207
CV,5,202207
YE,3,202207
BQ,3,202207
UA,1,202207
US,1511284,202108
DE,84327,202108
GB,79685,202108
ES,72136,202108
RU,71984,202108
IT,70716,202108
CA,70051,202108
FR,65069,202108
TR,63011,202108
IN,49371,202108
JP,48268,202108
AU,47266,202108
BR,45174,202108
CN,37778,202108
GR,27027,202108
KR,20901,202108
NL,20763,202108
NO,20634,202108
CH,20231,202108
MX,19492,202108
PL,19113,202108
PT,17965,202108
AE,17154,202108
BE,15556,202108
NZ,14925,202108
DK,13574,202108
AT,12750,202108
SE,11078,202108
UA,10178,202108
SA,9042,202108
QA,8838,202108
RO,8795,202108
MA,8046,202108
IE,7958,202108
HR,7752,202108
PE,7096,202108
CZ,7090,202108
TW,6953,202108
HK,6614,202108
BS,6262,202108
KZ,5511,202108
EG,4996,202108
PA,4910,202108
SG,4907,202108
FI,4683,202108
BG,4613,202108
IL,4421,202108
HU,4247,202108
ID,4230,202108
MY,4200,202108
PR,4119,202108
ZA,4072,202108
RS,3971,202108
CY,3788,202108
PH,3539,202108
BA,3448,202108
KE,3336,202108
TH,3288,202108
CO,2898,202108
DZ,2669,202108
LV,2631,202108
BD,2616,202108
MT,2457,202108
LU,2413,202108
AL,2301,202108
LT,2262,202108
BH,2181,202108
PK,1862,202108
EC,1818,202108
IS,1658,202108
VN,1606,202108
IR,1507,202108
LB,1478,202108
BY,1388,202108
EE,1295,202108
GT,1252,202108
OM,1252,202108
SN,1213,202108
XK,1127,202108
MK,1125,202108
AW,1081,202108
SI,995,202108
PF,898,202108
JE,871,202108
ML,632,202108
MD,607,202108
BB,564,202108
GE,563,202108
CL,525,202108
BM,523,202108
SK,478,202108
AR,458,202108
PS,448,202108
ME,384,202108
TN,372,202108
GG,371,202108
GI,351,202108
LY,346,202108
CW,340,202108
SY,319,202108
CU,312,202108
LK,305,202108
VE,263,202108
TT,252,202108
KG,243,202108
KW,241,202108
GD,221,202108
IM,200,202108
TZ,162,202108
LC,147,202108
VC,146,202108
KP,136,202108
IQ,126,202108
JO,111,202108
UY,107,202108
PY,106,202108
FO,86,202108
VI,80,202108
GW,74,202108
GM,73,202108
SV,69,202108
AZ,66,202108
GY,63,202108
DO,62,202108
AX,56,202108
MR,45,202108
LA,41,202108
DM,40,202108
MQ,36,202108
VG,20,202108
GN,20,202108
GP,14,202108
KH,12,202108
BO,12,202108
BW,12,202108
MN,11,202108
BQ,10,202108
CV,8,202108
NP,3,202108
BN,1,202108
PM,1,202108
YE,1,202108
US,1605729,202210
GB,110226,202210
DE,105256,202210
AU,92100,202210
CA,92094,202210
ES,81006,202210
FR,77842,202210
IN,74687,202210
IT,71768,202210
JP,65071,202210
TR,57201,202210
RU,49583,202210
BR,46740,202210
MX,39280,202210
AE,28873,202210
NZ,28268,202210
NO,26737,202210
KR,26303,202210
TH,24601,202210
NL,24495,202210
CH,23128,202210
GR,22047,202210
PL,21469,202210
PT,21015,202210
MY,19482,202210
PH,18561,202210
BE,17262,202210
DK,16917,202210
CO,16483,202210
SE,15613,202210
AT,14302,202210
IE,12900,202210
SA,12499,202210
VN,12309,202210
QA,11275,202210
AR,11261,202210
TW,9391,202210
ZA,9379,202210
MA,9315,202210
CN,8402,202210
RO,8360,202210
ID,8052,202210
FI,7774,202210
CZ,7751,202210
PE,7393,202210
CY,6709,202210
IL,6570,202210
BD,5729,202210
HU,5304,202210
DZ,4802,202210
PR,4556,202210
HK,4050,202210
KZ,4009,202210
HR,3691,202210
IS,3401,202210
RS,3316,202210
LU,3254,202210
BH,3209,202210
BG,2928,202210
AL,2798,202210
BS,2724,202210
OM,2610,202210
LT,2595,202210
PK,2550,202210
LV,2463,202210
MT,2301,202210
BA,2187,202210
GT,2157,202210
SG,1993,202210
IR,1867,202210
PA,1827,202210
EE,1744,202210
MK,1738,202210
LB,1489,202210
GE,1276,202210
JE,1272,202210
SI,1055,202210
EG,1035,202210
AW,1001,202210
BY,997,202210
SV,994,202210
EC,943,202210
PF,915,202210
BB,869,202210
DO,868,202210
LK,844,202210
KP,747,202210
BM,644,202210
XK,643,202210
GG,597,202210
IM,531,202210
SK,525,202210
SN,471,202210
MD,414,202210
MM,404,202210
GY,397,202210
GI,298,202210
HN,295,202210
LY,287,202210
CW,279,202210
VE,272,202210
ME,231,202210
NI,217,202210
TT,213,202210
VC,193,202210
JO,176,202210
UY,158,202210
GD,152,202210
PS,138,202210
SY,127,202210
LC,123,202210
LA,106,202210
VI,106,202210
NP,96,202210
CU,72,202210
BN,58,202210
LS,55,202210
GM,53,202210
MQ,44,202210
GW,41,202210
AZ,35,202210
AX,30,202210
GN,22,202210
BT,22,202210
BO,22,202210
DM,21,202210
MN,18,202210
BQ,17,202210
MR,14,202210
SZ,11,202210
TN,10,202210
CV,9,202210
FO,8,202210
KW,7,202210
MV,1,202210
YE,1,202210
GL,1,202210
CM,1,202210
US,1569849,202107
DE,81713,202107
GB,69629,202107
RU,69461,202107
ES,68659,202107
CN,66060,202107
FR,64688,202107
IT,64580,202107
CA,61342,202107
TR,60372,202107
AU,54032,202107
BR,45243,202107
JP,42850,202107
IN,42679,202107
NZ,25337,202107
GR,23006,202107
KR,22682,202107
NO,19499,202107
NL,19327,202107
MX,19320,202107
CH,18752,202107
PL,18353,202107
PT,15745,202107
BE,14855,202107
AE,13902,202107
DK,12517,202107
AT,11817,202107
SE,10720,202107
UA,9305,202107
SA,9101,202107
BS,8937,202107
QA,8151,202107
RO,8045,202107
MA,7352,202107
HK,7058,202107
CZ,6981,202107
PE,6769,202107
IE,6200,202107
EG,6196,202107
PR,6015,202107
HR,5950,202107
TW,5513,202107
KZ,5501,202107
CO,5425,202107
IL,5258,202107
SG,5018,202107
PH,4576,202107
ID,4468,202107
BG,4133,202107
HU,4046,202107
MY,4023,202107
FI,4021,202107
CY,3954,202107
KE,3808,202107
RS,3760,202107
ZA,3744,202107
PA,3491,202107
IR,3322,202107
BA,3222,202107
VN,3010,202107
LT,2772,202107
DZ,2525,202107
IS,2466,202107
AL,2445,202107
LV,2395,202107
LU,2320,202107
KW,2240,202107
MT,2188,202107
BD,2110,202107
BH,1959,202107
TH,1883,202107
UZ,1725,202107
LB,1475,202107
PF,1382,202107
PK,1367,202107
TN,1353,202107
BY,1290,202107
SN,1264,202107
GT,1259,202107
EE,1178,202107
IQ,1176,202107
MK,1113,202107
CL,1072,202107
SI,1054,202107
EC,1001,202107
AW,997,202107
XK,976,202107
JE,863,202107
VI,662,202107
MD,639,202107
PS,613,202107
SK,596,202107
BB,524,202107
CU,502,202107
AR,479,202107
OM,468,202107
BM,433,202107
GG,379,202107
GE,374,202107
LC,370,202107
SY,338,202107
GI,296,202107
CW,282,202107
KG,268,202107
ME,261,202107
LY,260,202107
LK,245,202107
GD,204,202107
TT,200,202107
VC,200,202107
VE,197,202107
JO,187,202107
DM,185,202107
IM,181,202107
TZ,179,202107
NI,154,202107
KP,144,202107
GY,124,202107
UY,123,202107
PY,101,202107
TJ,89,202107
MR,83,202107
GW,83,202107
GM,70,202107
SV,69,202107
VG,68,202107
AX,52,202107
LA,41,202107
GP,37,202107
FO,28,202107
DO,24,202107
BW,21,202107
KH,21,202107
ML,19,202107
GN,16,202107
MQ,15,202107
MN,14,202107
CV,9,202107
AZ,8,202107
BN,7,202107
BQ,6,202107
CR,3,202107
CM,1,202107
US,719126,202005
CN,54543,202005
AU,39856,202005
DE,30362,202005
CA,21924,202005
GB,17465,202005
RU,14247,202005
JP,14041,202005
FR,11469,202005
KR,11280,202005
BR,8618,202005
IT,8049,202005
NO,7809,202005
TW,7200,202005
VN,6866,202005
IN,6719,202005
NZ,6625,202005
HK,6409,202005
NL,6117,202005
AE,5574,202005
CH,5539,202005
ES,4505,202005
DK,4055,202005
BE,3640,202005
QA,3638,202005
MX,3560,202005
TR,3512,202005
PL,3480,202005
SE,3436,202005
MY,3259,202005
AT,2849,202005
SA,2711,202005
KZ,2523,202005
GR,2220,202005
TH,2139,202005
ID,2038,202005
FI,2024,202005
SG,2017,202005
CZ,1917,202005
PH,1906,202005
IE,1785,202005
PT,1526,202005
CO,1306,202005
IR,1039,202005
IL,1013,202005
BH,834,202005
RO,819,202005
HU,813,202005
LU,759,202005
AR,739,202005
PE,738,202005
IS,662,202005
DZ,614,202005
HR,593,202005
UA,590,202005
LT,589,202005
ZA,525,202005
BG,468,202005
BS,450,202005
RS,438,202005
BY,415,202005
CY,407,202005
EE,406,202005
LV,394,202005
BD,368,202005
SI,364,202005
MT,316,202005
MA,293,202005
CR,273,202005
SK,254,202005
OM,244,202005
GE,240,202005
SN,221,202005
BO,174,202005
UZ,163,202005
CU,148,202005
BA,144,202005
LB,123,202005
GG,122,202005
KP,121,202005
JE,117,202005
BM,117,202005
EG,104,202005
BB,93,202005
AX,91,202005
AM,89,202005
LY,85,202005
TN,81,202005
PF,71,202005
GT,55,202005
AL,47,202005
GI,39,202005
VE,38,202005
GY,33,202005
LA,31,202005
NI,29,202005
IM,27,202005
AZ,26,202005
UY,25,202005
TT,23,202005
SY,23,202005
ME,23,202005
KG,20,202005
PR,20,202005
CV,19,202005
PS,15,202005
MK,13,202005
GN,12,202005
KE,11,202005
MD,10,202005
GW,9,202005
XK,9,202005
KH,8,202005
MR,7,202005
GM,6,202005
TJ,5,202005
NP,5,202005
VC,5,202005
PY,5,202005
BN,4,202005
PK,4,202005
LK,4,202005
CL,3,202005
JO,3,202005
EC,2,202005
LC,2,202005
MV,1,202005
MM,1,202005
BW,1,202005
FO,1,202005
US,1306793,202104
CN,88516,202104
AU,79846,202104
IN,52664,202104
DE,47592,202104
RU,45233,202104
JP,43203,202104
GB,41989,202104
CA,35281,202104
TR,29852,202104
FR,28079,202104
BR,25176,202104
NZ,24414,202104
IT,23621,202104
KR,23341,202104
ES,22835,202104
VN,18697,202104
MX,18384,202104
AE,14949,202104
NO,13883,202104
TH,13311,202104
NL,11388,202104
TW,11229,202104
CH,10297,202104
CO,7973,202104
QA,7808,202104
BS,7499,202104
SA,7336,202104
BE,7036,202104
PL,7002,202104
MY,6904,202104
ID,6578,202104
DK,6283,202104
HK,6276,202104
SE,6098,202104
ZA,6004,202104
PT,5950,202104
PR,5827,202104
AT,5069,202104
SG,4845,202104
PE,4815,202104
KZ,4799,202104
UA,4742,202104
GR,4455,202104
CZ,3872,202104
RO,3644,202104
PA,3344,202104
PH,3201,202104
IE,3009,202104
BD,2655,202104
FI,2593,202104
EG,2532,202104
IL,2469,202104
PK,2398,202104
CU,2309,202104
IR,2062,202104
DZ,1618,202104
MA,1581,202104
CY,1544,202104
RS,1528,202104
