end_country,flights,month
RO,5574,201911
MA,5449,201911
HU,5130,201911
UA,4766,201911
KZ,4290,201911
RS,4024,201911
PK,4001,201911
BH,3909,201911
DZ,3859,201911
LV,3068,201911
IR,2965,201911
CY,2787,201911
LU,2714,201911
CR,2634,201911
BG,2453,201911
LT,2270,201911
MT,2139,201911
BY,2086,201911
BS,1992,201911
HR,1932,201911
EG,1784,201911
UZ,1781,201911
IS,1744,201911
LA,1696,201911
LB,1653,201911
OM,1604,201911
BA,1497,201911
PF,1494,201911
BO,1492,201911
VN,1353,201911
BB,1271,201911
EE,1204,201911
NP,1173,201911
UY,1110,201911
LK,1017,201911
BM,1017,201911
SN,987,201911
BD,945,201911
TT,858,201911
EC,850,201911
TN,762,201911
ML,621,201911
KP,612,201911
SI,563,201911
GT,542,201911
LC,506,201911
KH,485,201911
JE,415,201911
VC,379,201911
AL,374,201911
GD,343,201911
GY,309,201911
PS,304,201911
DM,293,201911
SK,256,201911
BW,255,201911
GI,241,201911
IM,240,201911
KG,240,201911
VE,218,201911
NI,216,201911
GM,198,201911
MD,197,201911
AM,185,201911
LS,167,201911
MM,161,201911
XK,153,201911
SZ,134,201911
CV,131,201911
GE,130,201911
MK,128,201911
MV,128,201911
AX,101,201911
GW,95,201911
JO,91,201911
SY,81,201911
GN,79,201911
MR,75,201911
GG,54,201911
PY,45,201911
TJ,45,201911
MQ,43,201911
LY,41,201911
KW,26,201911
ME,23,201911
AZ,20,201911
GP,20,201911
PM,13,201911
BN,7,201911
NC,6,201911
IQ,1,201911
TC,1,201911
